"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0098983" "symmetric, GABA-ergic, inhibitory synapse" "1/5" "4/19594" 0.00102040808353865 0.0261626729089439 0.00818746520621288 "NLGN4Y" 1
"2" "AMY" "GO:0098985" "asymmetric, glutamatergic, excitatory synapse" "1/5" "6/19594" 0.00153029965984375 0.0261626729089439 0.00818746520621288 "NLGN4Y" 1
"3" "AMY" "GO:0032280" "symmetric synapse" "1/5" "10/19594" 0.00254945820049846 0.0261626729089439 0.00818746520621288 "NLGN4Y" 1
"4" "AMY" "GO:0044666" "MLL3/4 complex" "1/5" "14/19594" 0.00356778435035754 0.0261626729089439 0.00818746520621288 "UTY" 1
"5" "AMY" "GO:0060077" "inhibitory synapse" "1/5" "19/19594" 0.00483952226504425 0.0261626729089439 0.00818746520621288 "NLGN4Y" 1
"6" "AMY" "GO:0089717" "spanning component of membrane" "1/5" "21/19594" 0.00534785370609825 0.0261626729089439 0.00818746520621288 "NLGN4Y" 1
"7" "AMY" "GO:0043186" "P granule" "1/5" "25/19594" 0.00636389341028365 0.0261626729089439 0.00818746520621288 "DDX3Y" 1
"8" "AMY" "GO:0045495" "pole plasm" "1/5" "25/19594" 0.00636389341028365 0.0261626729089439 0.00818746520621288 "DDX3Y" 1
"9" "AMY" "GO:0060293" "germ plasm" "1/5" "25/19594" 0.00636389341028365 0.0261626729089439 0.00818746520621288 "DDX3Y" 1
"10" "AMY" "GO:0022627" "cytosolic small ribosomal subunit" "1/5" "43/19594" 0.010925802246352 0.0404254683115023 0.0126509289168286 "RPS4Y1" 1
"11" "AMY" "GO:0060076" "excitatory synapse" "1/5" "51/19594" 0.0129479312969097 0.043552132544151 0.0136294013651682 "NLGN4Y" 1
"12" "AMY" "GO:0035097" "histone methyltransferase complex" "1/5" "62/19594" 0.0157229570949252 0.0437518454228914 0.0136919004168366 "UTY" 1
"13" "AMY" "GO:0005844" "polysome" "1/5" "65/19594" 0.0164786980359769 0.0437518454228914 0.0136919004168366 "RPS4Y1" 1
"14" "AMY" "GO:0015935" "small ribosomal subunit" "1/5" "69/19594" 0.017485630438953 0.0437518454228914 0.0136919004168366 "RPS4Y1" 1
"15" "AMY" "GO:0098982" "GABA-ergic synapse" "1/5" "70/19594" 0.0177372346309019 0.0437518454228914 0.0136919004168366 "NLGN4Y" 1
"16" "AMY" "GO:0099060" "integral component of postsynaptic specialization membrane" "1/5" "77/19594" 0.019497021083224 0.0440744930116569 0.0137928712127518 "NLGN4Y" 1
"17" "AMY" "GO:0098948" "intrinsic component of postsynaptic specialization membrane" "1/5" "80/19594" 0.0202504427350856 0.0440744930116569 0.0137928712127518 "NLGN4Y" 1
"18" "AMY" "GO:0098839" "postsynaptic density membrane" "1/5" "89/19594" 0.0225079292461497 0.0452948144526795 0.0141747641245939 "NLGN4Y" 1
"19" "AMY" "GO:0034708" "methyltransferase complex" "1/5" "92/19594" 0.0232594993135381 0.0452948144526795 0.0141747641245939 "UTY" 1
"20" "AMY" "GO:0022626" "cytosolic ribosome" "1/5" "102/19594" 0.0257613947860765 0.0476585803542416 0.0149144917182548 "RPS4Y1" 1
"21" "AMY" "GO:0099634" "postsynaptic specialization membrane" "1/5" "116/19594" 0.0292554327214826 0.049867455094205 0.0156057469711594 "NLGN4Y" 1
