"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0003743" "translation initiation factor activity" "1/3" "51/18410" 0.00828814834951963 0.0299784958234924 0.00860626674358634 "EIF1AY" 1
"2" "AMY" "GO:0019843" "rRNA binding" "1/3" "66/18410" 0.0107170937344822 0.0299784958234924 0.00860626674358634 "RPS4Y1" 1
"3" "AMY" "GO:0003724" "RNA helicase activity" "1/3" "77/18410" 0.0124957974582977 0.0299784958234924 0.00860626674358634 "DDX3Y" 1
"4" "AMY" "GO:0008186" "ATP-dependent activity, acting on RNA" "1/3" "79/18410" 0.0128189688982449 0.0299784958234924 0.00860626674358634 "DDX3Y" 1
"5" "AMY" "GO:0008135" "translation factor activity, RNA binding" "1/3" "84/18410" 0.0136265890106784 0.0299784958234924 0.00860626674358634 "EIF1AY" 1
"6" "AMY" "GO:0090079" "translation regulator activity, nucleic acid binding" "1/3" "108/18410" 0.0174970345158226 0.0320778966123415 0.00920896553464349 "EIF1AY" 1
"7" "AMY" "GO:0004386" "helicase activity" "1/3" "155/18410" 0.025047302123404 0.0393600461939206 0.0112995347925131 "DDX3Y" 1
"8" "AMY" "GO:0003735" "structural constituent of ribosome" "1/3" "181/18410" 0.0292073791368908 0.0401601463132248 0.0115292286066674 "RPS4Y1" 1
"9" "CBC" "GO:0032452" "histone demethylase activity" "2/11" "30/18410" 0.000139905162380637 0.00321781873475465 0.00176722310375541 "UTY/KDM5D" 2
"10" "CBC" "GO:0140457" "protein demethylase activity" "2/11" "30/18410" 0.000139905162380637 0.00321781873475465 0.00176722310375541 "UTY/KDM5D" 2
"11" "CBC" "GO:0032451" "demethylase activity" "2/11" "40/18410" 0.00025004795018008 0.00383406856942789 0.00210566694888488 "UTY/KDM5D" 2
"12" "CBC" "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" "2/11" "59/18410" 0.000545115739821692 0.00626883100794945 0.00344283625150542 "UTY/KDM5D" 2
"13" "CBC" "GO:0051213" "dioxygenase activity" "2/11" "93/18410" 0.00134792552113271 0.012400914794421 0.00681057105414423 "UTY/KDM5D" 2
