"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0032451" "demethylase activity" "3/39" "40/18410" 8.22530446853307e-05 0.0155458254455275 0.0103032761237414 "UTY/KDM5D/MMACHC" 3
"2" "AMY" "GO:0008083" "growth factor activity" "4/39" "162/18410" 0.000373786650076193 0.0353228384322003 0.0234108480837195 "VEGFA/OGN/IGF2/HGF" 4
"3" "AMY" "GO:0070325" "lipoprotein particle receptor binding" "2/39" "29/18410" 0.00171235212845852 0.0399966994157082 0.0265085337258105 "RELN/SYT1" 2
"4" "AMY" "GO:0032452" "histone demethylase activity" "2/39" "30/18410" 0.00183221304610602 0.0399966994157082 0.0265085337258105 "UTY/KDM5D" 2
"5" "AMY" "GO:0140457" "protein demethylase activity" "2/39" "30/18410" 0.00183221304610602 0.0399966994157082 0.0265085337258105 "UTY/KDM5D" 2
"6" "AMY" "GO:0000246" "delta24(24-1) sterol reductase activity" "1/39" "1/18410" 0.00211841390548628 0.0399966994157082 0.0265085337258105 "DHCR24" 1
"7" "AMY" "GO:0015019" "heparan-alpha-glucosaminide N-acetyltransferase activity" "1/39" "1/18410" 0.00211841390548628 0.0399966994157082 0.0265085337258105 "HGSNAT" 1
"8" "AMY" "GO:0033787" "cyanocobalamin reductase (cyanide-eliminating) activity" "1/39" "1/18410" 0.00211841390548628 0.0399966994157082 0.0265085337258105 "MMACHC" 1
"9" "AMY" "GO:0038147" "C-X-C motif chemokine 12 receptor activity" "1/39" "1/18410" 0.00211841390548628 0.0399966994157082 0.0265085337258105 "CXCR4" 1
"10" "AMY" "GO:0050614" "delta24-sterol reductase activity" "1/39" "1/18410" 0.00211841390548628 0.0399966994157082 0.0265085337258105 "DHCR24" 1
"11" "AMY" "GO:0042056" "chemoattractant activity" "2/39" "36/18410" 0.00263236957789098 0.0399966994157082 0.0265085337258105 "VEGFA/HGF" 2
"12" "AMY" "GO:0071855" "neuropeptide receptor binding" "2/39" "36/18410" 0.00263236957789098 0.0399966994157082 0.0265085337258105 "TAC1/NTS" 2
"13" "AMY" "GO:0071949" "FAD binding" "2/39" "37/18410" 0.00277907802261933 0.0399966994157082 0.0265085337258105 "MMACHC/DHCR24" 2
"14" "AMY" "GO:0048018" "receptor ligand activity" "5/39" "489/18410" 0.00354060361359322 0.0399966994157082 0.0265085337258105 "VEGFA/OGN/IGF2/NTS/HGF" 5
"15" "AMY" "GO:0030546" "signaling receptor activator activity" "5/39" "496/18410" 0.00376175328064663 0.0399966994157082 0.0265085337258105 "VEGFA/OGN/IGF2/NTS/HGF" 5
"16" "AMY" "GO:0001691" "pseudophosphatase activity" "1/39" "2/18410" 0.00423245496462521 0.0399966994157082 0.0265085337258105 "STYXL1" 1
"17" "AMY" "GO:0005011" "macrophage colony-stimulating factor receptor activity" "1/39" "2/18410" 0.00423245496462521 0.0399966994157082 0.0265085337258105 "CSF1R" 1
"18" "AMY" "GO:0030348" "syntaxin-3 binding" "1/39" "2/18410" 0.00423245496462521 0.0399966994157082 0.0265085337258105 "SYT1" 1
"19" "AMY" "GO:0031834" "neurokinin receptor binding" "1/39" "2/18410" 0.00423245496462521 0.0399966994157082 0.0265085337258105 "TAC1" 1
"20" "AMY" "GO:0031835" "substance P receptor binding" "1/39" "2/18410" 0.00423245496462521 0.0399966994157082 0.0265085337258105 "TAC1" 1
"21" "CC" "GO:0005201" "extracellular matrix structural constituent" "10/93" "172/18410" 1.61427062137751e-08 5.85980235560037e-06 4.0781573592695e-06 "OGN/EFEMP1/COL1A1/POSTN/VWF/ASPN/COL1A2/LAMA1/TNC/COL11A1" 10
"22" "CC" "GO:0070915" "lysophosphatidic acid receptor activity" "2/93" "5/18410" 0.000249969736481717 0.0453695071714316 0.0315751246082169 "LPAR1/LPAR4" 2
"23" "FC" "GO:0005313" "L-glutamate transmembrane transporter activity" "5/309" "14/18410" 2.28036071681641e-06 0.00179008316270088 0.0013994213662147 "SLC1A3/SLC17A8/SLC17A6/SLC25A18/SLC7A11" 5
"24" "FC" "GO:0015172" "acidic amino acid transmembrane transporter activity" "5/309" "16/18410" 4.83976913873022e-06 0.00189960938695161 0.00148504495151564 "SLC1A3/SLC17A8/SLC17A6/SLC25A18/SLC7A11" 5
"25" "FC" "GO:0005201" "extracellular matrix structural constituent" "12/309" "172/18410" 3.49121395465569e-05 0.00913534318134904 0.00714167626513777 "LTBP1/OGN/EFEMP1/HAPLN1/LUM/LAMA1/COL24A1/ASPN/COL3A1/POSTN/ANOS1/THBS1" 12
"26" "FC" "GO:0035173" "histone kinase activity" "4/309" "16/18410" 0.00012078645477349 0.0204429408191857 0.0159815413980359 "CDK1/CDK2/AURKB/PRKCB" 4
"27" "FC" "GO:0005184" "neuropeptide hormone activity" "5/309" "30/18410" 0.000130209814134941 0.0204429408191857 0.0159815413980359 "CARTPT/CRH/VIP/ADCYAP1/CCK" 5
"28" "FC" "GO:0071886" "1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding" "2/309" "2/18410" 0.000280818173124527 0.036740377650459 0.0287222798125613 "HTR2A/HTR2C" 2
"29" "FC" "GO:0030021" "extracellular matrix structural constituent conferring compression resistance" "4/309" "22/18410" 0.00044838801354032 0.047497764085492 0.0371320100058221 "OGN/HAPLN1/LUM/ASPN" 4
"30" "FC" "GO:0035035" "histone acetyltransferase binding" "4/309" "23/18410" 0.000535658610313984 0.047497764085492 0.0371320100058221 "PAX6/EGR1/GLI3/CITED2" 4
"31" "FC" "GO:0015179" "L-amino acid transmembrane transporter activity" "6/309" "61/18410" 0.00054456035257252 0.047497764085492 0.0371320100058221 "SLC1A3/SLC32A1/SLC17A8/SLC17A6/SLC25A18/SLC7A11" 6
"32" "HIP" "GO:0005201" "extracellular matrix structural constituent" "16/244" "172/18410" 1.20717064952865e-09 7.17059365820018e-07 5.88336853401858e-07 "BGN/VWA1/COL5A2/PRELP/ASPN/AMBN/LAMA2/MGP/LUM/COL4A1/FBLN1/FRAS1/NID2/EMILIN2/COL4A2/SPON1" 16
"33" "HIP" "GO:0099184" "structural constituent of postsynaptic intermediate filament cytoskeleton" "3/244" "3/18410" 2.29996312998618e-06 0.000683089049605894 0.000560464699570316 "NEFH/NEFL/INA" 3
"34" "HIP" "GO:0030021" "extracellular matrix structural constituent conferring compression resistance" "5/244" "22/18410" 8.5974278317233e-06 0.00144679056693728 0.00118707076464994 "BGN/PRELP/ASPN/AMBN/LUM" 5
"35" "HIP" "GO:0046982" "protein heterodimerization activity" "16/244" "332/18410" 9.74269742045308e-06 0.00144679056693728 0.00118707076464994 "H4C1/H3C1/H3C12/SYT1/H2AC12/H3C3/H4C4/H2AC4/H4C2/H2BC14/H3C10/H2BC4/H2AC16/H2BC3/H3C11/ERBB3" 16
"36" "HIP" "GO:0015103" "inorganic anion transmembrane transporter activity" "9/244" "151/18410" 0.000187769109764729 0.0223069702400498 0.0183025469096988 "SLC13A4/CLIC6/GABRA1/ABCC9/GABRD/SLC22A8/ANO3/GABRB2/SLC4A2" 9
"37" "HIP" "GO:0008509" "anion transmembrane transporter activity" "13/244" "315/18410" 0.000310715029043173 0.0297634036973723 0.0244204428706067 "SLC13A4/CLIC6/GABRA1/ABCC9/GABRD/SLC25A13/SLC22A8/ANO3/GABRB2/SLC24A3/SLC4A2/SLC17A6/OCA2" 13
"38" "HIP" "GO:0048407" "platelet-derived growth factor binding" "3/244" "11/18410" 0.000350747181618866 0.0297634036973723 0.0244204428706067 "PDGFRB/COL4A1/PDGFRA" 3
"39" "HIP" "GO:0005017" "platelet-derived growth factor-activated receptor activity" "2/244" "3/18410" 0.000520247858410924 0.0386284034870111 0.0316940471637181 "PDGFRB/PDGFRA" 2
"40" "HIP" "GO:0099186" "structural constituent of postsynapse" "3/244" "13/18410" 0.000596143169363952 0.0393454491780208 0.0322823727971356 "NEFH/NEFL/INA" 3
"41" "MED" "GO:0008494" "translation activator activity" "3/68" "13/18410" 1.34243330806497e-05 0.00319499127319464 0.00230333293910095 "DAZ2/DAZ4/DAZ1" 3
"42" "MED" "GO:0032394" "MHC class Ib receptor activity" "2/68" "8/18410" 0.000371044394350147 0.0441542829276675 0.0318317033047758 "KLRC2/KLRK1" 2
"43" "MED" "GO:0090079" "translation regulator activity, nucleic acid binding" "4/68" "108/18410" 0.000683478658018788 0.0488381918039661 0.0352084266432839 "EIF1AY/DAZ2/DAZ4/DAZ1" 4
"44" "MED" "GO:0086080" "protein binding involved in heterotypic cell-cell adhesion" "2/68" "12/18410" 0.000866288586054301 0.0488381918039661 0.0352084266432839 "CXADR/GLDN" 2
"45" "MED" "GO:0016805" "dipeptidase activity" "2/68" "15/18410" 0.00136835540575418 0.0488381918039661 0.0352084266432839 "CNDP1/FOLH1" 2
"46" "MED" "GO:0030246" "carbohydrate binding" "5/68" "270/18410" 0.00321123946352424 0.0488381918039661 0.0352084266432839 "ENPP2/CD69/MAG/KLRC2/KLRK1" 5
"47" "MED" "GO:0003851" "2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity" "1/68" "1/18410" 0.00369364475828315 0.0488381918039661 0.0352084266432839 "UGT8" 1
"48" "MED" "GO:0004367" "glycerol-3-phosphate dehydrogenase [NAD+] activity" "1/68" "1/18410" 0.00369364475828315 0.0488381918039661 0.0352084266432839 "GPD1" 1
"49" "MED" "GO:0047263" "N-acylsphingosine galactosyltransferase activity" "1/68" "1/18410" 0.00369364475828315 0.0488381918039661 0.0352084266432839 "UGT8" 1
"50" "MED" "GO:0047391" "alkylglycerophosphoethanolamine phosphodiesterase activity" "1/68" "1/18410" 0.00369364475828315 0.0488381918039661 0.0352084266432839 "ENPP2" 1
"51" "MED" "GO:0047730" "carnosine synthase activity" "1/68" "1/18410" 0.00369364475828315 0.0488381918039661 0.0352084266432839 "CARNS1" 1
