"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0009048" "dosage compensation by inactivation of X chromosome" "1/2" "19/18800" 0.00202030891185923 0.00334928125420858 NA "XIST" 1
"2" "AMY" "GO:0007549" "dosage compensation" "1/2" "21/18800" 0.00223285416947239 0.00334928125420858 NA "XIST" 1
"3" "AMY" "GO:0040029" "regulation of gene expression, epigenetic" "1/2" "141/18800" 0.014944145965211 0.014944145965211 NA "XIST" 1
"4" "CBC" "GO:2000171" "negative regulation of dendrite development" "2/6" "5/18800" 8.48484307464631e-07 9.50302424360387e-05 2.05422516544069e-05 "DCC/BCL11A" 2
"5" "CBC" "GO:0048640" "negative regulation of developmental growth" "3/6" "111/18800" 3.95496630953759e-06 0.000221478113334105 4.78759079575603e-05 "SEMA3D/DCC/BCL11A" 3
"6" "CBC" "GO:0010977" "negative regulation of neuron projection development" "3/6" "136/18800" 7.28908453964299e-06 0.000272125822813338 5.88241910216803e-05 "SEMA3D/DCC/BCL11A" 3
"7" "CBC" "GO:0010721" "negative regulation of cell development" "3/6" "181/18800" 1.7184921960419e-05 0.000359382081480194 7.76859762598165e-05 "SEMA3D/DCC/BCL11A" 3
"8" "CBC" "GO:0030308" "negative regulation of cell growth" "3/6" "186/18800" 1.86459442930059e-05 0.000359382081480194 7.76859762598165e-05 "SEMA3D/DCC/BCL11A" 3
"9" "CBC" "GO:0031345" "negative regulation of cell projection organization" "3/6" "188/18800" 1.92526115078676e-05 0.000359382081480194 7.76859762598165e-05 "SEMA3D/DCC/BCL11A" 3
"10" "CBC" "GO:0048588" "developmental cell growth" "3/6" "227/18800" 3.38261166469292e-05 0.000518509043577381 0.000112083721825938 "SEMA3D/DCC/BCL11A" 3
"11" "CBC" "GO:0060560" "developmental growth involved in morphogenesis" "3/6" "234/18800" 3.70363602555272e-05 0.000518509043577381 0.000112083721825938 "SEMA3D/DCC/BCL11A" 3
"12" "CBC" "GO:0045926" "negative regulation of growth" "3/6" "245/18800" 4.24770311030581e-05 0.000528603053726945 0.000114265697704133 "SEMA3D/DCC/BCL11A" 3
"13" "CBC" "GO:0048638" "regulation of developmental growth" "3/6" "329/18800" 0.000102140814749334 0.00114397712519254 0.000247288288340492 "SEMA3D/DCC/BCL11A" 3
"14" "CBC" "GO:0050771" "negative regulation of axonogenesis" "2/6" "64/18800" 0.000169627632068368 0.00172711770833248 0.000373343113643298 "SEMA3D/DCC" 2
"15" "CBC" "GO:0001558" "regulation of cell growth" "3/6" "415/18800" 0.000203259937970587 0.00188674876959764 0.000407849828014528 "SEMA3D/DCC/BCL11A" 3
"16" "CBC" "GO:0010975" "regulation of neuron projection development" "3/6" "431/18800" 0.000227306734613865 0.00188674876959764 0.000407849828014528 "SEMA3D/DCC/BCL11A" 3
"17" "CBC" "GO:0021757" "caudate nucleus development" "1/6" "1/18800" 0.000319148936170355 0.00188674876959764 0.000407849828014528 "FOXP2" 1
"18" "CBC" "GO:0021758" "putamen development" "1/6" "1/18800" 0.000319148936170355 0.00188674876959764 0.000407849828014528 "FOXP2" 1
"19" "CBC" "GO:1904799" "regulation of neuron remodeling" "1/6" "1/18800" 0.000319148936170355 0.00188674876959764 0.000407849828014528 "BCL11A" 1
"20" "CBC" "GO:1904800" "negative regulation of neuron remodeling" "1/6" "1/18800" 0.000319148936170355 0.00188674876959764 0.000407849828014528 "BCL11A" 1
"21" "CBC" "GO:2000173" "negative regulation of branching morphogenesis of a nerve" "1/6" "1/18800" 0.000319148936170355 0.00188674876959764 0.000407849828014528 "BCL11A" 1
