"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "FC" "GO:0062023" "collagen-containing extracellular matrix" "1/1" "429/19594" 0.0218944574869858 0.0218944574869858 NA "GREM1" 1
"2" "HIP" "GO:0062023" "collagen-containing extracellular matrix" "4/10" "429/19594" 4.28604226093635e-05 0.00152854366950828 0.000653653542881829 "SERPINA3/S100A8/AGT/ANXA1" 4
"3" "HIP" "GO:0072562" "blood microparticle" "3/10" "147/19594" 4.77669896721337e-05 0.00152854366950828 0.000653653542881829 "SERPINA3/CP/AGT" 3
"4" "HIP" "GO:0016328" "lateral plasma membrane" "2/10" "64/19594" 0.000464704851471912 0.00991370349806745 0.00423941268009463 "GJA1/ANXA1" 2
"5" "HIP" "GO:0042383" "sarcolemma" "2/10" "131/19594" 0.00192728642655894 0.030836582824943 0.0131866966027717 "AQP4/ANXA1" 2
"6" "HIP" "GO:0098690" "glycinergic synapse" "1/10" "7/19594" 0.00356760246003551 0.0358890764337274 0.0153473024223176 "GLRA2" 1
"7" "HIP" "GO:0031232" "extrinsic component of external side of plasma membrane" "1/10" "8/19594" 0.00407632375351596 0.0358890764337274 0.0153473024223176 "ANXA1" 1
"8" "HIP" "GO:0097450" "astrocyte end-foot" "1/10" "8/19594" 0.00407632375351596 0.0358890764337274 0.0153473024223176 "AQP4" 1
"9" "HIP" "GO:0005916" "fascia adherens" "1/10" "10/19594" 0.00509306514550489 0.0358890764337274 0.0153473024223176 "GJA1" 1
"10" "HIP" "GO:0031313" "extrinsic component of endosome membrane" "1/10" "10/19594" 0.00509306514550489 0.0358890764337274 0.0153473024223176 "ANXA1" 1
"11" "HIP" "GO:0016323" "basolateral plasma membrane" "2/10" "226/19594" 0.0056076681927699 0.0358890764337274 0.0153473024223176 "AQP4/ANXA1" 2
"12" "HIP" "GO:0009925" "basal plasma membrane" "2/10" "251/19594" 0.00687300318678131 0.0383702430356231 0.0164083276139178 "AQP4/ANXA1" 2
"13" "HIP" "GO:0045111" "intermediate filament cytoskeleton" "2/10" "257/19594" 0.00719442056917934 0.0383702430356231 0.0164083276139178 "S100A8/GJA1" 2
"14" "HIP" "GO:0045178" "basal part of cell" "2/10" "269/19594" 0.00785759438897257 0.0386835416072496 0.0165423039767843 "AQP4/ANXA1" 2
"15" "HIP" "GO:0097449" "astrocyte projection" "1/10" "19/19594" 0.00965685058190646 0.040664026450376 0.0173892218373318 "AQP4" 1
"16" "HIP" "GO:0005922" "connexin complex" "1/10" "21/19594" 0.0106684628145456 0.040664026450376 0.0173892218373318 "GJA1" 1
"17" "HIP" "GO:0034774" "secretory granule lumen" "2/10" "322/19594" 0.0111042776394991 0.040664026450376 0.0173892218373318 "SERPINA3/S100A8" 2
"18" "HIP" "GO:0060205" "cytoplasmic vesicle lumen" "2/10" "325/19594" 0.01130323273211 0.040664026450376 0.0173892218373318 "SERPINA3/S100A8" 2
"19" "HIP" "GO:0031983" "vesicle lumen" "2/10" "327/19594" 0.0114367574391682 0.040664026450376 0.0173892218373318 "SERPINA3/S100A8" 2
"20" "HIP" "GO:0016324" "apical plasma membrane" "2/10" "358/19594" 0.0135962506589134 0.0454457154698485 0.0194340230627641 "GJA1/ANXA1" 2
"21" "HIP" "GO:0001891" "phagocytic cup" "1/10" "28/19594" 0.0142017860843276 0.0454457154698485 0.0194340230627641 "ANXA1" 1
"22" "HIP" "GO:0005921" "gap junction" "1/10" "32/19594" 0.0162157249394947 0.0486360166210179 0.0207982965813563 "GJA1" 1
"23" "HIP" "GO:0097386" "glial cell projection" "1/10" "33/19594" 0.0167186307134749 0.0486360166210179 0.0207982965813563 "AQP4" 1
"24" "HIP" "GO:0005925" "focal adhesion" "2/10" "419/19594" 0.0183246861402778 0.0488306241061783 0.0208815168875105 "GJA1/ANXA1" 2
"25" "HIP" "GO:0045177" "apical part of cell" "2/10" "424/19594" 0.0187396070845515 0.0488306241061783 0.0208815168875105 "GJA1/ANXA1" 2
"26" "HIP" "GO:0030055" "cell-substrate junction" "2/10" "428/19594" 0.0190744625414759 0.0488306241061783 0.0208815168875105 "GJA1/ANXA1" 2
"27" "OC" "GO:1902711" "GABA-A receptor complex" "1/1" "19/19594" 0.000969684597325715 0.0112279269164033 NA "GABRA4" 1
"28" "OC" "GO:1902710" "GABA receptor complex" "1/1" "21/19594" 0.00107175666020209 0.0112279269164033 NA "GABRA4" 1
"29" "OC" "GO:0032590" "dendrite membrane" "1/1" "41/19594" 0.00209247728896611 0.0112279269164033 NA "GABRA4" 1
"30" "OC" "GO:0034707" "chloride channel complex" "1/1" "52/19594" 0.0026538736347862 0.0112279269164033 NA "GABRA4" 1
"31" "OC" "GO:0032589" "neuron projection membrane" "1/1" "58/19594" 0.00296008982341533 0.0112279269164033 NA "GABRA4" 1
