"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0043195" "terminal bouton" "1/2" "48/19594" 0.00489358256796091 0.0315930825450933 NA "SCGN" 1
"2" "AMY" "GO:0046658" "anchored component of plasma membrane" "1/2" "62/19594" 0.00631861650901866 0.0315930825450933 NA "ULBP1" 1
"3" "AMY" "GO:0043679" "axon terminus" "1/2" "113/19594" 0.0115011766367076 0.0328107137437836 NA "SCGN" 1
"4" "AMY" "GO:0044306" "neuron projection terminus" "1/2" "129/19594" 0.0131242854975134 0.0328107137437836 NA "SCGN" 1
"5" "AMY" "GO:0031225" "anchored component of membrane" "1/2" "169/19594" 0.0171762228763733 0.0343524457527467 NA "ULBP1" 1
"6" "AMY" "GO:0030658" "transport vesicle membrane" "1/2" "205/19594" 0.0208158397587083 0.0346930662645138 NA "SCGN" 1
"7" "AMY" "GO:0150034" "distal axon" "1/2" "270/19594" 0.0273702696667008 0.0391003852381439 NA "SCGN" 1
"8" "AMY" "GO:0030133" "transport vesicle" "1/2" "402/19594" 0.0406130687843018 0.0495902059081547 NA "SCGN" 1
"9" "AMY" "GO:0009897" "external side of plasma membrane" "1/2" "455/19594" 0.0459047131218907 0.0495902059081547 NA "ULBP1" 1
"10" "AMY" "GO:0098793" "presynapse" "1/2" "492/19594" 0.0495902059081547 0.0495902059081547 NA "SCGN" 1
"11" "CBC" "GO:0099055" "integral component of postsynaptic membrane" "2/8" "118/19594" 0.00098334942451126 0.0193123335315973 0.00567314571307631 "DCC/PCDH17" 2
"12" "CBC" "GO:0098936" "intrinsic component of postsynaptic membrane" "2/8" "123/19594" 0.00106772865435445 0.0193123335315973 0.00567314571307631 "DCC/PCDH17" 2
"13" "CBC" "GO:0099699" "integral component of synaptic membrane" "2/8" "149/19594" 0.00156075405441181 0.0193123335315973 0.00567314571307631 "DCC/PCDH17" 2
"14" "CBC" "GO:0099240" "intrinsic component of synaptic membrane" "2/8" "160/19594" 0.00179649614247416 0.0193123335315973 0.00567314571307631 "DCC/PCDH17" 2
"15" "CBC" "GO:0031838" "haptoglobin-hemoglobin complex" "1/8" "11/19594" 0.00448315532061028 0.0288105448732817 0.00846331795543158 "HBB" 1
"16" "CBC" "GO:0005833" "hemoglobin complex" "1/8" "12/19594" 0.00488984146458371 0.0288105448732817 0.00846331795543158 "HBB" 1
"17" "CBC" "GO:0045211" "postsynaptic membrane" "2/8" "271/19594" 0.00505094895109835 0.0288105448732817 0.00846331795543158 "DCC/PCDH17" 2
"18" "CBC" "GO:0014069" "postsynaptic density" "2/8" "318/19594" 0.00689197115154294 0.0288105448732817 0.00846331795543158 "DCC/BCL11A" 2
"19" "CBC" "GO:0032279" "asymmetric synapse" "2/8" "323/19594" 0.00710346656257722 0.0288105448732817 0.00846331795543158 "DCC/BCL11A" 2
"20" "CBC" "GO:0099572" "postsynaptic specialization" "2/8" "341/19594" 0.00788937472682295 0.0288105448732817 0.00846331795543158 "DCC/BCL11A" 2
"21" "CBC" "GO:0098984" "neuron to neuron synapse" "2/8" "347/19594" 0.00815981978392935 0.0288105448732817 0.00846331795543158 "DCC/BCL11A" 2
"22" "CBC" "GO:0044295" "axonal growth cone" "1/8" "22/19594" 0.008948714429864 0.0288105448732817 0.00846331795543158 "DCC" 1
"23" "CBC" "GO:0071682" "endocytic vesicle lumen" "1/8" "23/19594" 0.00935380385785101 0.0288105448732817 0.00846331795543158 "HBB" 1
"24" "CBC" "GO:0097060" "synaptic membrane" "2/8" "373/19594" 0.00938017740060334 0.0288105448732817 0.00846331795543158 "DCC/PCDH17" 2
"25" "CBC" "GO:0016514" "SWI/SNF complex" "1/8" "26/19594" 0.0105682029844526 0.0302955152220975 0.00889953935532851 "BCL11A" 1
"26" "CC" "GO:1902711" "GABA-A receptor complex" "1/3" "19/19594" 0.00290638203047455 0.032119889816693 0.00845260258334026 "GABRB2" 1
"27" "CC" "GO:1902710" "GABA receptor complex" "1/3" "21/19594" 0.0032119889816693 0.032119889816693 0.00845260258334026 "GABRB2" 1
"28" "CC" "GO:0034707" "chloride channel complex" "1/3" "52/19594" 0.00794091466995028 0.040664419661578 0.0107011630688363 "GABRB2" 1
"29" "CC" "GO:0098982" "GABA-ergic synapse" "1/3" "70/19594" 0.0106798665801633 0.040664419661578 0.0107011630688363 "GABRB2" 1
"30" "CC" "GO:0099060" "integral component of postsynaptic specialization membrane" "1/3" "77/19594" 0.0117436515805658 0.040664419661578 0.0107011630688363 "GABRB2" 1
"31" "CC" "GO:0098948" "intrinsic component of postsynaptic specialization membrane" "1/3" "80/19594" 0.0121993258984734 0.040664419661578 0.0107011630688363 "GABRB2" 1
"32" "CC" "GO:0099634" "postsynaptic specialization membrane" "1/3" "116/19594" 0.0176564966556984 0.0415894970996162 0.010944604499899 "GABRB2" 1
"33" "CC" "GO:0099055" "integral component of postsynaptic membrane" "1/3" "118/19594" 0.0179590820547947 0.0415894970996162 0.010944604499899 "GABRB2" 1
"34" "CC" "GO:0098936" "intrinsic component of postsynaptic membrane" "1/3" "123/19594" 0.0187152736948273 0.0415894970996162 0.010944604499899 "GABRB2" 1
"35" "CC" "GO:0099699" "integral component of synaptic membrane" "1/3" "149/19594" 0.022641213264636 0.0420041728040721 0.0110537296852821 "GABRB2" 1
"36" "CC" "GO:0099240" "intrinsic component of synaptic membrane" "1/3" "160/19594" 0.024299030439627 0.0420041728040721 0.0110537296852821 "GABRB2" 1
"37" "CC" "GO:0000781" "chromosome, telomeric region" "1/3" "166/19594" 0.0252025036824433 0.0420041728040721 0.0110537296852821 "NLRP2" 1
"38" "FC" "GO:0062023" "collagen-containing extracellular matrix" "6/28" "429/19594" 2.6625467514007e-05 0.00322168156919484 0.00238227867230589 "SERPINA3/GREM1/S100A8/SERPINH1/TIMP1/NPNT" 6
"39" "FC" "GO:0072562" "blood microparticle" "4/28" "147/19594" 5.41206860218628e-05 0.0032743015043227 0.0024211885851886 "HBB/HSPA1B/SERPINA3/CP" 4
"40" "FC" "GO:0034774" "secretory granule lumen" "4/28" "322/19594" 0.00107334727200986 0.0274991289965622 0.0203342841644871 "SERPINA3/S100A8/TIMP1/CHI3L1" 4
"41" "FC" "GO:0060205" "cytoplasmic vesicle lumen" "4/28" "325/19594" 0.00111083139836129 0.0274991289965622 0.0203342841644871 "SERPINA3/S100A8/TIMP1/CHI3L1" 4
"42" "FC" "GO:0031983" "vesicle lumen" "4/28" "327/19594" 0.00113632764448604 0.0274991289965622 0.0203342841644871 "SERPINA3/S100A8/TIMP1/CHI3L1" 4
"43" "HIP" "GO:0062023" "collagen-containing extracellular matrix" "10/68" "429/19594" 2.13323106516215e-06 0.000364959169267225 0.000273475202662327 "ANXA1/TNC/S100A8/S100A10/AGT/SERPINA3/SPARC/SFRP2/C1QB/C1QC" 10
"44" "HIP" "GO:0045178" "basal part of cell" "8/68" "269/19594" 4.12383242109858e-06 0.000364959169267225 0.000273475202662327 "ANXA1/AQP4/ITGA2/MSN/SLC1A3/SLC16A1/MLC1/SLCO1C1" 8
"45" "HIP" "GO:0072562" "blood microparticle" "6/68" "147/19594" 1.20129481352917e-05 0.000708763939982207 0.000531098759665526 "CP/AGT/SERPINA3/MSN/C1QB/C1QC" 6
"46" "HIP" "GO:0009925" "basal plasma membrane" "7/68" "251/19594" 2.59441896891522e-05 0.000939853725455144 0.000704261489190295 "ANXA1/AQP4/MSN/SLC1A3/SLC16A1/MLC1/SLCO1C1" 7
"47" "HIP" "GO:0009897" "external side of plasma membrane" "9/68" "455/19594" 2.65495402670945e-05 0.000939853725455144 0.000704261489190295 "ANXA1/AQP4/IL13RA2/ITGA2/CX3CR1/LRP2/ULBP1/HLA-DRB1/CXCL10" 9
"48" "HIP" "GO:0062167" "complement component C1q complex" "2/68" "3/19594" 3.55225787872891e-05 0.00104791607422503 0.000785235952140075 "C1QB/C1QC" 2
"49" "HIP" "GO:0016323" "basolateral plasma membrane" "6/68" "226/19594" 0.000132821335722524 0.00335848234612668 0.00251661478211098 "ANXA1/AQP4/MSN/SLC16A1/MLC1/SLCO1C1" 6
"50" "HIP" "GO:0045177" "apical part of cell" "7/68" "424/19594" 0.000657807094000299 0.0145539819547566 0.010905749190005 "ANXA1/GJA1/ADGRG2/SLC7A11/LRP2/MSN/SLC16A1" 7
"51" "HIP" "GO:0031514" "motile cilium" "5/68" "227/19594" 0.00115037536867502 0.0226240489172755 0.0169529001699477 "TEKT1/ANXA1/SPAG6/ENKUR/CFAP47" 5
"52" "HIP" "GO:0016328" "lateral plasma membrane" "3/68" "64/19594" 0.00143164386146202 0.0242284228443551 0.0181551072161091 "ANXA1/GJA1/SLC16A1" 3
"53" "HIP" "GO:0016324" "apical plasma membrane" "6/68" "358/19594" 0.00150572119371698 0.0242284228443551 0.0181551072161091 "ANXA1/GJA1/ADGRG2/LRP2/MSN/SLC16A1" 6
"54" "HIP" "GO:0097449" "astrocyte projection" "2/68" "19/19594" 0.00195338888072352 0.0288124859906719 0.0215900876290494 "AQP4/SLC7A11" 2
"55" "MED" "GO:1990923" "PET complex" "1/11" "3/19594" 0.00168332958196737 0.031398105862624 0.0271487381518929 "TDRD12" 1
"56" "MED" "GO:0097356" "perinucleolar compartment" "1/11" "5/19594" 0.00280411775467526 0.031398105862624 0.0271487381518929 "EPPK1" 1
"57" "MED" "GO:0030056" "hemidesmosome" "1/11" "6/19594" 0.00336408277099542 0.031398105862624 0.0271487381518929 "EPPK1" 1
"58" "OC" "GO:0099634" "postsynaptic specialization membrane" "3/23" "116/19594" 0.000328405180982145 0.0285712507454466 0.019358621194737 "GABRA4/ERBB4/GRIN2B" 3
"59" "OC" "GO:0097060" "synaptic membrane" "4/23" "373/19594" 0.000859128464702825 0.0290039881524556 0.0196518250034787 "GABRA4/CDH8/ERBB4/GRIN2B" 4
"60" "OC" "GO:0019897" "extrinsic component of plasma membrane" "3/23" "170/19594" 0.00100013752249847 0.0290039881524556 0.0196518250034787 "SLA/S100A10/CDH8" 3
"61" "OC" "GO:1990665" "AnxA2-p11 complex" "1/23" "2/19594" 0.00234633941257834 0.0380823420805755 0.0258029178041407 "S100A10" 1
"62" "OC" "GO:0098982" "GABA-ergic synapse" "2/23" "70/19594" 0.00303228291309397 0.0380823420805755 0.0258029178041407 "GABRA4/ERBB4" 2
"63" "OC" "GO:0099060" "integral component of postsynaptic specialization membrane" "2/23" "77/19594" 0.00365562636447351 0.0380823420805755 0.0258029178041407 "GABRA4/ERBB4" 2
"64" "OC" "GO:0150034" "distal axon" "3/23" "270/19594" 0.00373669251863859 0.0380823420805755 0.0258029178041407 "CDH8/TSHZ3/NPY" 3
"65" "OC" "GO:0045211" "postsynaptic membrane" "3/23" "271/19594" 0.00377563768599755 0.0380823420805755 0.0258029178041407 "GABRA4/ERBB4/GRIN2B" 3
"66" "OC" "GO:0098948" "intrinsic component of postsynaptic specialization membrane" "2/23" "80/19594" 0.00393955262902506 0.0380823420805755 0.0258029178041407 "GABRA4/ERBB4" 2
"67" "OC" "GO:0098839" "postsynaptic density membrane" "2/23" "89/19594" 0.00485087891473242 0.042202646558172 0.0285946546552648 "ERBB4/GRIN2B" 2
"68" "OC" "GO:0019898" "extrinsic component of membrane" "3/23" "314/19594" 0.00569222036649224 0.0450202883531659 0.0305037646434034 "SLA/S100A10/CDH8" 3
"69" "STR" "GO:0097449" "astrocyte projection" "3/13" "19/19594" 2.1972388262438e-07 1.25242613095896e-05 7.4012255199791e-06 "GFAP/AQP4/SLC7A11" 3
"70" "STR" "GO:0097386" "glial cell projection" "3/13" "33/19594" 1.23054913030985e-06 3.50706502138308e-05 2.07250379841659e-05 "GFAP/AQP4/SLC7A11" 3
"71" "STR" "GO:0097450" "astrocyte end-foot" "2/13" "8/19594" 1.13522796486219e-05 0.000215693313323817 0.00012746419254593 "GFAP/AQP4" 2
"72" "STR" "GO:0005765" "lysosomal membrane" "3/13" "404/19594" 0.00213351436663783 0.0243220637796712 0.0143731494173496 "GFAP/MARCHF2/CP" 3
"73" "STR" "GO:0098852" "lytic vacuole membrane" "3/13" "404/19594" 0.00213351436663783 0.0243220637796712 0.0143731494173496 "GFAP/MARCHF2/CP" 3
"74" "STR" "GO:0005774" "vacuolar membrane" "3/13" "449/19594" 0.00288062112345293 0.0273659006728028 0.0161719080614901 "GFAP/MARCHF2/CP" 3
"75" "STR" "GO:0005587" "collagen type IV trimer" "1/13" "7/19594" 0.00463575348620193 0.0282938795359714 0.016720298156068 "COL4A5" 1
"76" "STR" "GO:0098574" "cytoplasmic side of lysosomal membrane" "1/13" "7/19594" 0.00463575348620193 0.0282938795359714 0.016720298156068 "GFAP" 1
"77" "STR" "GO:0097539" "ciliary transition fiber" "1/13" "9/19594" 0.00595660621809924 0.0282938795359714 0.016720298156068 "CENPF" 1
"78" "STR" "GO:0098642" "network-forming collagen trimer" "1/13" "9/19594" 0.00595660621809924 0.0282938795359714 0.016720298156068 "COL4A5" 1
"79" "STR" "GO:0098645" "collagen network" "1/13" "9/19594" 0.00595660621809924 0.0282938795359714 0.016720298156068 "COL4A5" 1
"80" "STR" "GO:0098651" "basement membrane collagen trimer" "1/13" "9/19594" 0.00595660621809924 0.0282938795359714 0.016720298156068 "COL4A5" 1
"81" "STR" "GO:0000940" "outer kinetochore" "1/13" "12/19594" 0.00793485192102539 0.0347912738075729 0.0205599402002277 "CENPF" 1
"82" "STR" "GO:0045120" "pronucleus" "1/13" "13/19594" 0.00859345915854104 0.0349876551454885 0.0206759919603995 "CENPF" 1
"83" "STR" "GO:0016323" "basolateral plasma membrane" "2/13" "226/19594" 0.0095012160733339 0.0361046210786688 0.0213360641646796 "AQP4/SLC14A1" 2
"84" "STR" "GO:0009925" "basal plasma membrane" "2/13" "251/19594" 0.0116157292676984 0.0413810355161754 0.024454166879365 "AQP4/SLC14A1" 2
"85" "STR" "GO:0045178" "basal part of cell" "2/13" "269/19594" 0.0132556355018807 0.044445366094541 0.0262650362885561 "AQP4/SLC14A1" 2
"86" "STR" "GO:0098644" "complex of collagen trimers" "1/13" "22/19594" 0.0145027885738785 0.0459254971506154 0.0271397213078429 "COL4A5" 1
"87" "THA" "GO:0097449" "astrocyte projection" "3/82" "19/19594" 6.52211281992474e-05 0.00694045553142912 0.00570885902211311 "SLC7A11/AQP4/KCNJ10" 3
"88" "THA" "GO:0062023" "collagen-containing extracellular matrix" "9/82" "429/19594" 7.58519730210833e-05 0.00694045553142912 0.00570885902211311 "ADAMTS3/SERPINF1/OGN/ANXA2P2/AGT/SERPINA3/COL3A1/CCDC80/CXCL12" 9
"89" "THA" "GO:0097386" "glial cell projection" "3/82" "33/19594" 0.000352038711257182 0.0214743613866881 0.0176636967402727 "SLC7A11/AQP4/KCNJ10" 3
