"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "CBC" "hsa04978" "Mineral absorption" "5/35" "60/8159" 4.97570735583564e-06 0.000517473565006907 0.000497570735583564 "4501/4499/4502/4489/7018" 5
"2" "FC" "hsa04080" "Neuroactive ligand-receptor interaction" "16/104" "362/8159" 1.2052671762537e-05 0.00244669236779501 0.00219485496307253 "319100/2904/2557/4889/7068/84539/718/2742/187/4923/2359/2555/4886/2832/3350/59350" 16
"3" "FC" "hsa05134" "Legionellosis" "6/104" "57/8159" 7.95186700801529e-05 0.00807114501313552 0.00724038417045603 "3304/3303/2919/718/7097/2920" 6
"4" "FC" "hsa04512" "ECM-receptor interaction" "7/104" "88/8159" 0.000121565663239892 0.00822594321256602 0.00737924903175484 "1287/255743/9899/6696/7450/6385/960" 7
"5" "FC" "hsa05150" "Staphylococcus aureus infection" "7/104" "96/8159" 0.000210022652719145 0.0106586496254966 0.00956155761063475 "2214/718/2359/714/2209/2212/3122" 7
"6" "FC" "hsa05140" "Leishmaniasis" "6/104" "77/8159" 0.000423017541664416 0.0171745121915753 0.0154067441490408 "2214/718/7097/2209/2212/3122" 6
"7" "FC" "hsa04145" "Phagosome" "8/104" "152/8159" 0.000685880457326987 0.0221817031185376 0.0198985462250817 "2214/7037/718/3106/7097/2209/2212/3122" 8
"8" "FC" "hsa04742" "Taste transduction" "6/104" "86/8159" 0.000764886314432331 0.0221817031185376 0.0198985462250817 "2557/6326/259292/6335/2555/3350" 6
"9" "FC" "hsa04978" "Mineral absorption" "5/104" "60/8159" 0.000956905775176239 0.0242814840450971 0.0217821972507223 "4495/4499/4494/4501/4502" 5
"10" "FC" "hsa05322" "Systemic lupus erythematosus" "7/104" "136/8159" 0.00169819378525276 0.0377535164940736 0.033867556927533 "2904/2214/718/714/2209/2212/3122" 7
"11" "FC" "hsa05146" "Amoebiasis" "6/104" "102/8159" 0.0018597791376391 0.0377535164940736 0.033867556927533 "1287/3315/2919/5295/7097/2920" 6
"12" "HIP" "hsa05033" "Nicotine addiction" "5/87" "40/8159" 6.02230973439985e-05 0.0104185958405117 0.0100160519793176 "2565/57084/2891/2555/57030" 5
"13" "OC" "hsa05033" "Nicotine addiction" "4/51" "40/8159" 0.000104836948599922 0.0174551050794419 0.0150508744805938 "2557/2904/2565/2891" 4
"14" "OC" "hsa04742" "Taste transduction" "5/51" "86/8159" 0.000185692607228106 0.0174551050794419 0.0150508744805938 "259296/2557/50831/259294/259295" 5
"15" "PL" "hsa04080" "Neuroactive ligand-receptor interaction" "13/72" "362/8159" 1.3666267615126e-05 0.0020499401422689 0.00191327746611764 "84539/2557/6751/2903/4923/7068/2560/4986/9340/3062/1906/2904/1910" 13
"16" "PL" "hsa04014" "Ras signaling pathway" "9/72" "235/8159" 0.000204959145288772 0.0119974554118023 0.0111976250510155 "285/5924/2903/4233/10235/56034/2904/57144/3479" 9
"17" "PL" "hsa04020" "Calcium signaling pathway" "9/72" "240/8159" 0.000239949108236045 0.0119974554118023 0.0111976250510155 "2185/2903/4233/4923/5136/56034/8911/1910/5137" 9
"18" "PL" "hsa05033" "Nicotine addiction" "4/72" "40/8159" 0.000400776390391737 0.0150291146396902 0.0140271736637108 "2557/2903/2560/2904" 4
