"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "hsa04650" "Natural killer cell mediated cytotoxicity" "1/1" "131/8159" 0.0160558892021082 0.0160558892021082 NA "80329" 1
"2" "CBC" "hsa04360" "Axon guidance" "2/2" "182/8159" 0.000494913532256864 0.000989827064513727 NA "223117/1630" 2
"3" "CBC" "hsa05210" "Colorectal cancer" "1/2" "86/8159" 0.0209711909603927 0.0209711909603927 NA "1630" 1
"4" "OC" "hsa04520" "Adherens junction" "3/8" "71/8159" 3.42791646519032e-05 0.00161112073863945 0.00126291659243854 "4008/6591/4233" 3
"5" "OC" "hsa05033" "Nicotine addiction" "2/8" "40/8159" 0.000644113911065878 0.0151366769100481 0.0118652562564767 "2557/2904" 2
"6" "PL" "hsa04080" "Neuroactive ligand-receptor interaction" "4/12" "362/8159" 0.00142041439188243 0.0277414314363575 0.0244661272980677 "84539/2557/6751/2903" 4
"7" "PL" "hsa05033" "Nicotine addiction" "2/12" "40/8159" 0.0014995368343977 0.0277414314363575 0.0244661272980677 "2557/2903" 2
"8" "STR" "hsa04216" "Ferroptosis" "2/5" "41/8159" 0.000244042234889123 0.00341659128844772 0.002825752193453 "23657/1356" 2
"9" "THA" "hsa04080" "Neuroactive ligand-receptor interaction" "7/35" "362/8159" 0.000731433544641225 0.033020210045165 0.0321642265954475 "3350/1392/9248/84109/183/1143/7200" 7
"10" "THA" "hsa04360" "Axon guidance" "5/35" "182/8159" 0.00098567791179597 0.033020210045165 0.0321642265954475 "2045/2042/2044/6387/10371" 5
