"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0009048" "dosage compensation by inactivation of X chromosome" "1/1" "19/18800" 0.0010106382978724 0.00167553191489345 NA "XIST" 1
"2" "AMY" "GO:0007549" "dosage compensation" "1/1" "21/18800" 0.00111702127659563 0.00167553191489345 NA "XIST" 1
"3" "AMY" "GO:0040029" "regulation of gene expression, epigenetic" "1/1" "141/18800" 0.00750000000000006 0.00750000000000006 NA "XIST" 1
"4" "CBC" "GO:0009048" "dosage compensation by inactivation of X chromosome" "1/1" "19/18800" 0.0010106382978724 0.00167553191489345 NA "XIST" 1
"5" "CBC" "GO:0007549" "dosage compensation" "1/1" "21/18800" 0.00111702127659563 0.00167553191489345 NA "XIST" 1
"6" "CBC" "GO:0040029" "regulation of gene expression, epigenetic" "1/1" "141/18800" 0.00750000000000006 0.00750000000000006 NA "XIST" 1
"7" "CC" "GO:0009048" "dosage compensation by inactivation of X chromosome" "1/1" "19/18800" 0.0010106382978724 0.00167553191489345 NA "XIST" 1
"8" "CC" "GO:0007549" "dosage compensation" "1/1" "21/18800" 0.00111702127659563 0.00167553191489345 NA "XIST" 1
"9" "CC" "GO:0040029" "regulation of gene expression, epigenetic" "1/1" "141/18800" 0.00750000000000006 0.00750000000000006 NA "XIST" 1
"10" "FC" "GO:0090291" "negative regulation of osteoclast proliferation" "1/2" "2/18800" 0.0002127602984765 0.0146667500652559 0.000118759109840129 "GREM1" 1
"11" "FC" "GO:1900154" "regulation of bone trabecula formation" "1/2" "2/18800" 0.0002127602984765 0.0146667500652559 0.000118759109840129 "GREM1" 1
"12" "FC" "GO:1900155" "negative regulation of bone trabecula formation" "1/2" "2/18800" 0.0002127602984765 0.0146667500652559 0.000118759109840129 "GREM1" 1
"13" "FC" "GO:1900086" "positive regulation of peptidyl-tyrosine autophosphorylation" "1/2" "3/18800" 0.000319131959259811 0.0146667500652559 0.000118759109840129 "GREM1" 1
"14" "FC" "GO:0038098" "sequestering of BMP from receptor via BMP binding" "1/2" "4/18800" 0.000425497961072718 0.0146667500652559 0.000118759109840129 "GREM1" 1
"15" "FC" "GO:0090289" "regulation of osteoclast proliferation" "1/2" "4/18800" 0.000425497961072718 0.0146667500652559 0.000118759109840129 "GREM1" 1
"16" "FC" "GO:1900084" "regulation of peptidyl-tyrosine autophosphorylation" "1/2" "4/18800" 0.000425497961072718 0.0146667500652559 0.000118759109840129 "GREM1" 1
"17" "FC" "GO:1900158" "negative regulation of bone mineralization involved in bone maturation" "1/2" "5/18800" 0.000531858303916111 0.0146667500652559 0.000118759109840129 "GREM1" 1
"18" "FC" "GO:0060676" "ureteric bud formation" "1/2" "6/18800" 0.000638212987788989 0.0146667500652559 0.000118759109840129 "GREM1" 1
"19" "FC" "GO:0090027" "negative regulation of monocyte chemotaxis" "1/2" "7/18800" 0.000744562012691685 0.0146667500652559 0.000118759109840129 "GREM1" 1
"20" "FC" "GO:1900157" "regulation of bone mineralization involved in bone maturation" "1/2" "7/18800" 0.000744562012691685 0.0146667500652559 0.000118759109840129 "GREM1" 1
"21" "FC" "GO:0002158" "osteoclast proliferation" "1/2" "8/18800" 0.000850905378624534 0.0146667500652559 0.000118759109840129 "GREM1" 1
"22" "FC" "GO:0072172" "mesonephric tubule formation" "1/2" "9/18800" 0.000957243085587312 0.0146667500652559 0.000118759109840129 "GREM1" 1
"23" "FC" "GO:0048263" "determination of dorsal identity" "1/2" "10/18800" 0.00106357513357969 0.0146667500652559 0.000118759109840129 "GREM1" 1
"24" "FC" "GO:0060346" "bone trabecula formation" "1/2" "10/18800" 0.00106357513357969 0.0146667500652559 0.000118759109840129 "GREM1" 1
"25" "FC" "GO:0035581" "sequestering of extracellular ligand from receptor" "1/2" "11/18800" 0.00116990152260221 0.0146667500652559 0.000118759109840129 "GREM1" 1
"26" "FC" "GO:0048262" "determination of dorsal/ventral asymmetry" "1/2" "11/18800" 0.00116990152260221 0.0146667500652559 0.000118759109840129 "GREM1" 1
"27" "FC" "GO:0003337" "mesenchymal to epithelial transition involved in metanephros morphogenesis" "1/2" "12/18800" 0.00127622225265467 0.0146667500652559 0.000118759109840129 "GREM1" 1
"28" "FC" "GO:0060394" "negative regulation of pathway-restricted SMAD protein phosphorylation" "1/2" "12/18800" 0.00127622225265467 0.0146667500652559 0.000118759109840129 "GREM1" 1
"29" "FC" "GO:2000727" "positive regulation of cardiac muscle cell differentiation" "1/2" "12/18800" 0.00127622225265467 0.0146667500652559 0.000118759109840129 "GREM1" 1
"30" "FC" "GO:0033689" "negative regulation of osteoblast proliferation" "1/2" "13/18800" 0.00138253732373705 0.0146667500652559 0.000118759109840129 "GREM1" 1
"31" "FC" "GO:0061430" "bone trabecula morphogenesis" "1/2" "13/18800" 0.00138253732373705 0.0146667500652559 0.000118759109840129 "GREM1" 1
"32" "FC" "GO:1900115" "extracellular regulation of signal transduction" "1/2" "13/18800" 0.00138253732373705 0.0146667500652559 0.000118759109840129 "GREM1" 1
