"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0032452" "histone demethylase activity" "2/12" "30/18410" 0.000167716081852243 0.00385746988260158 0.0022067905506874 "UTY/KDM5D" 2
"2" "AMY" "GO:0140457" "protein demethylase activity" "2/12" "30/18410" 0.000167716081852243 0.00385746988260158 0.0022067905506874 "UTY/KDM5D" 2
"3" "AMY" "GO:0032451" "demethylase activity" "2/12" "40/18410" 0.00029964508710003 0.00459455800220045 0.00262846567631605 "UTY/KDM5D" 2
"4" "AMY" "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" "2/12" "59/18410" 0.000652791191175216 0.00750709869851499 0.00429467888931063 "UTY/KDM5D" 2
"5" "AMY" "GO:0051213" "dioxygenase activity" "2/12" "93/18410" 0.00161219779172091 0.0148322196838323 0.0084852515353732 "UTY/KDM5D" 2
"6" "AMY" "GO:0034647" "histone H3-tri/di/monomethyl-lysine-4 demethylase activity" "1/12" "5/18410" 0.00325520558855741 0.0213913510105201 0.0122376149945767 "KDM5D" 1
"7" "AMY" "GO:0071558" "histone H3-tri/di-methyl-lysine-27 demethylase activity" "1/12" "5/18410" 0.00325520558855741 0.0213913510105201 0.0122376149945767 "UTY" 1
"8" "AMY" "GO:0004691" "cAMP-dependent protein kinase activity" "1/12" "8/18410" 0.00520366358716962 0.0261930458833796 0.0149845800248167 "PRKY" 1
"9" "AMY" "GO:0032453" "histone H3-methyl-lysine-4 demethylase activity" "1/12" "8/18410" 0.00520366358716962 0.0261930458833796 0.0149845800248167 "KDM5D" 1
"10" "AMY" "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" "2/12" "177/18410" 0.00569414040943034 0.0261930458833796 0.0149845800248167 "UTY/KDM5D" 2
"11" "AMY" "GO:0004690" "cyclic nucleotide-dependent protein kinase activity" "1/12" "10/18410" 0.00650069520760965 0.0271847254136404 0.0155519024105494 "PRKY" 1
"12" "AMY" "GO:0070410" "co-SMAD binding" "1/12" "11/18410" 0.0071486295368216 0.0274030798911495 0.0156768191596965 "USP9Y" 1
"13" "AMY" "GO:0042043" "neurexin family protein binding" "1/12" "15/18410" 0.00973649522769848 0.0344522138826254 0.0197095045095111 "NLGN4Y" 1
"14" "CBC" "GO:0032452" "histone demethylase activity" "2/18" "30/18410" 0.000386439345305511 0.0175829902114008 0.0101694564554082 "UTY/KDM5D" 2
"15" "CBC" "GO:0140457" "protein demethylase activity" "2/18" "30/18410" 0.000386439345305511 0.0175829902114008 0.0101694564554082 "UTY/KDM5D" 2
"16" "CBC" "GO:0032451" "demethylase activity" "2/18" "40/18410" 0.000688925121153522 0.0208973953416568 0.0120864056342723 "UTY/KDM5D" 2
"17" "CBC" "GO:0047127" "thiomorpholine-carboxylate dehydrogenase activity" "1/18" "1/18410" 0.000977729494839874 0.0222433460076071 0.0128648617742089 "CRYM" 1
"18" "CBC" "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" "2/18" "59/18410" 0.00149469239536583 0.0272034015956581 0.0157336041617456 "UTY/KDM5D" 2
"19" "CBC" "GO:0019843" "rRNA binding" "2/18" "66/18410" 0.00186625261487087 0.0283048313255416 0.0163706369725515 "RPS4Y1/RPS4Y2" 2
"20" "CBC" "GO:0046332" "SMAD binding" "2/18" "78/18410" 0.00259468431763361 0.0333342166328291 0.0192794775204333 "USP9Y/FOS" 2
"21" "CBC" "GO:0044729" "hemi-methylated DNA-binding" "1/18" "3/18410" 0.00293048058310585 0.0333342166328291 0.0192794775204333 "EGR1" 1
"22" "CBC" "GO:0051213" "dioxygenase activity" "2/18" "93/18410" 0.00366441156508382 0.0370512724914031 0.021429307398151 "UTY/KDM5D" 2
"23" "CBC" "GO:0034647" "histone H3-tri/di/monomethyl-lysine-4 demethylase activity" "1/18" "5/18410" 0.00487962636485773 0.0403678181092776 0.0233474945686973 "KDM5D" 1
"24" "CBC" "GO:0071558" "histone H3-tri/di-methyl-lysine-27 demethylase activity" "1/18" "5/18410" 0.00487962636485773 0.0403678181092776 0.0233474945686973 "UTY" 1
"25" "CBC" "GO:0010385" "double-stranded methylated DNA binding" "1/18" "6/18410" 0.00585284922415852 0.0409699445691096 0.0236957458467956 "EGR1" 1
"26" "CBC" "GO:0070324" "thyroid hormone binding" "1/18" "6/18410" 0.00585284922415852 0.0409699445691096 0.0236957458467956 "CRYM" 1
"27" "CBC" "GO:0004691" "cAMP-dependent protein kinase activity" "1/18" "8/18410" 0.007796598790761 0.0472993659972834 0.0273564869851263 "PRKY" 1
"28" "CBC" "GO:0032453" "histone H3-methyl-lysine-4 demethylase activity" "1/18" "8/18410" 0.007796598790761 0.0472993659972834 0.0273564869851263 "KDM5D" 1
"29" "CBC" "GO:0001228" "DNA-binding transcription activator activity, RNA polymerase II-specific" "3/18" "462/18410" 0.00967833959774378 0.048709999861245 0.0281723538815761 "ZFY/EGR1/FOS" 3
"30" "CBC" "GO:0004690" "cyclic nucleotide-dependent protein kinase activity" "1/18" "10/18410" 0.00973675869546187 0.048709999861245 0.0281723538815761 "PRKY" 1
"31" "CBC" "GO:0001216" "DNA-binding transcription activator activity" "3/18" "466/18410" 0.00990820179656552 0.048709999861245 0.0281723538815761 "ZFY/EGR1/FOS" 3
"32" "CBC" "GO:0008503" "benzodiazepine receptor activity" "1/18" "11/18410" 0.0107054944749989 0.048709999861245 0.0281723538815761 "GABRA6" 1
"33" "CBC" "GO:0070410" "co-SMAD binding" "1/18" "11/18410" 0.0107054944749989 0.048709999861245 0.0281723538815761 "USP9Y" 1
"34" "CC" "GO:0032452" "histone demethylase activity" "2/13" "30/18410" 0.000198009093386702 0.00514823642805426 0.00260538280771977 "KDM5D/UTY" 2
"35" "CC" "GO:0140457" "protein demethylase activity" "2/13" "30/18410" 0.000198009093386702 0.00514823642805426 0.00260538280771977 "KDM5D/UTY" 2
"36" "CC" "GO:0032451" "demethylase activity" "2/13" "40/18410" 0.000353639301916874 0.00612974789989248 0.0031020991396217 "KDM5D/UTY" 2
"37" "CC" "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" "2/13" "59/18410" 0.000769891396925346 0.0100085881600295 0.00506507497977201 "KDM5D/UTY" 2
"38" "CC" "GO:0051213" "dioxygenase activity" "2/13" "93/18410" 0.00189906884238796 0.0197503159608348 0.00999509917046294 "KDM5D/UTY" 2
"39" "CC" "GO:0034647" "histone H3-tri/di/monomethyl-lysine-4 demethylase activity" "1/13" "5/18410" 0.0035260895961704 0.0261938084286944 0.0132559759254526 "KDM5D" 1
