"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "CBC" "hsa04978" "Mineral absorption" "5/49" "60/8159" 2.70141814010794e-05 0.00324170176812952 0.00324170176812952 "4501/4499/4502/4489/7018" 5
"2" "FC" "hsa05140" "Leishmaniasis" "8/139" "77/8159" 4.53461070454684e-05 0.0102028740852304 0.00911695415335207 "2214/718/7097/2209/2212/3122/3109/3459" 8
"3" "FC" "hsa04080" "Neuroactive ligand-receptor interaction" "17/139" "362/8159" 0.000131998501957423 0.01484983147021 0.0132693230915093 "319100/2904/2557/4889/7068/84539/718/2742/187/4923/2359/2555/4886/2832/3350/59350/2560" 17
"4" "FC" "hsa05150" "Staphylococcus aureus infection" "8/139" "96/8159" 0.000217833698508182 0.0163375273881137 0.0145986794438817 "2214/718/2359/714/2209/2212/3122/3109" 8
"5" "FC" "hsa05134" "Legionellosis" "6/139" "57/8159" 0.000389987196506982 0.0219367798035177 0.0196019880349562 "3304/3303/2919/718/7097/2920" 6
"6" "FC" "hsa04512" "ECM-receptor interaction" "7/139" "88/8159" 0.000720412708180139 0.0324185718681063 0.0289681741605066 "1287/255743/9899/6696/7450/6385/960" 7
"7" "FC" "hsa04145" "Phagosome" "9/139" "152/8159" 0.00111440244223206 0.0417900915837024 0.0373422572747937 "2214/7037/718/3106/7097/2209/2212/3122/3109" 9
"8" "HIP" "hsa05033" "Nicotine addiction" "5/113" "40/8159" 0.00020842796599179 0.0402265974364154 0.0386140231732157 "2565/57084/2891/2555/57030" 5
"9" "OC" "hsa05033" "Nicotine addiction" "6/77" "40/8159" 1.72520735486297e-06 0.000334690226843415 0.000305089300649451 "2557/2904/2565/2891/2555/2566" 6
"10" "OC" "hsa04742" "Taste transduction" "7/77" "86/8159" 1.49560357222917e-05 0.00121252137627561 0.00110528264359361 "259296/2557/50831/259294/259295/6328/2555" 7
"11" "OC" "hsa04727" "GABAergic synapse" "7/77" "89/8159" 1.8750330560963e-05 0.00121252137627561 0.00110528264359361 "2557/107/2571/2565/2555/2572/2566" 7
"12" "OC" "hsa04080" "Neuroactive ligand-receptor interaction" "11/77" "362/8159" 0.000539985665674695 0.0261893047852227 0.0238730504824602 "2557/4852/2904/2922/2565/7068/2891/1129/2555/2917/2566" 11
"13" "PL" "hsa04080" "Neuroactive ligand-receptor interaction" "15/115" "362/8159" 0.000158562299840387 0.0366278912631295 0.0323800907042475 "84539/2557/6751/2903/4923/7068/2560/4986/9340/3062/1906/2904/1910/2917/1129" 15
"14" "PL" "hsa04014" "Ras signaling pathway" "11/115" "235/8159" 0.000455553881177147 0.0387665206403589 0.0342706994952364 "285/5924/2903/4233/10235/56034/2904/57144/3479/5295/5290" 11
"15" "PL" "hsa04020" "Calcium signaling pathway" "11/115" "240/8159" 0.000544114216309546 0.0387665206403589 0.0342706994952364 "2185/2903/4233/4923/5136/56034/8911/1910/5137/8913/1129" 11
"16" "PL" "hsa04015" "Rap1 signaling pathway" "10/115" "210/8159" 0.000729152138382981 0.0387665206403589 0.0342706994952364 "285/2903/4233/10235/56034/2904/3479/54518/5295/5290" 10
"17" "PL" "hsa04066" "HIF-1 signaling pathway" "7/115" "109/8159" 0.000839102178362747 0.0387665206403589 0.0342706994952364 "285/1906/3459/3479/5295/3948/5290" 7
"18" "STR" "hsa05150" "Staphylococcus aureus infection" "9/71" "96/8159" 1.20703384965168e-07 2.06815407960438e-05 1.89727748555297e-05 "713/2209/2215/714/2214/3123/3113/712/3872" 9
"19" "STR" "hsa05322" "Systemic lupus erythematosus" "10/71" "136/8159" 2.31078668112221e-07 2.06815407960438e-05 1.89727748555297e-05 "713/2209/2215/8342/714/2214/3123/3113/8350/712" 10
"20" "STR" "hsa04145" "Phagosome" "7/71" "152/8159" 0.00033244795974658 0.0187128488001604 0.017166741622023 "929/2209/2215/2214/3123/3113/23545" 7
"21" "STR" "hsa04216" "Ferroptosis" "4/71" "41/8159" 0.000418164218997997 0.0187128488001604 0.017166741622023 "1356/23657/51703/23516" 4
"22" "STR" "hsa05140" "Leishmaniasis" "5/71" "77/8159" 0.000525992930767469 0.0188305469214754 0.0172747151999421 "2209/2215/2214/3123/3113" 5
"23" "STR" "hsa04610" "Complement and coagulation cascades" "5/71" "85/8159" 0.000827567023781278 0.0234129077329973 0.0214784687230084 "11326/713/5265/714/712" 5
"24" "STR" "hsa05152" "Tuberculosis" "7/71" "180/8159" 0.00091558857056414 0.0234129077329973 0.0214784687230084 "929/2209/2215/2214/3123/3113/23545" 7
"25" "STR" "hsa05202" "Transcriptional misregulation in cancer" "7/71" "193/8159" 0.00137529540856073 0.0307722347665463 0.0282297478599308 "7403/604/929/3486/2209/7704/8350" 7
"26" "STR" "hsa04640" "Hematopoietic cell lineage" "5/71" "99/8159" 0.00164278012392407 0.0326730713536009 0.0299735320856321 "929/2209/3123/3113/4254" 5
"27" "STR" "hsa04390" "Hippo signaling pathway" "6/71" "157/8159" 0.00235706874106504 0.0421915304650642 0.0387055498532786 "10413/3397/286204/27113/658/2246" 6
