"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "GO:0099509" "regulation of presynaptic cytosolic calcium ion concentration" "1/3" "15/18800" 0.00239183485661931 0.0178533326921831 0.00822192952929485 "SCGN" 1
"2" "AMY" "GO:0009048" "dosage compensation by inactivation of X chromosome" "1/3" "19/18800" 0.00302901271708722 0.0178533326921831 0.00822192952929485 "XIST" 1
"3" "AMY" "GO:0007549" "dosage compensation" "1/3" "21/18800" 0.00334749987978433 0.0178533326921831 0.00822192952929485 "XIST" 1
"4" "AMY" "GO:0070050" "neuron cellular homeostasis" "1/3" "33/18800" 0.00525699856562611 0.0210279942625045 0.00968394472615337 "SCGN" 1
"5" "AMY" "GO:1900271" "regulation of long-term synaptic potentiation" "1/3" "45/18800" 0.00716405673798071 0.0229249815615383 0.0105575572980768 "SCGN" 1
"6" "AMY" "GO:0060291" "long-term synaptic potentiation" "1/3" "98/18800" 0.0155577439792551 0.0414873172780137 0.0191060013780326 "SCGN" 1
"7" "CBC" "GO:0048588" "developmental cell growth" "4/8" "227/18800" 1.39512141265e-06 8.07585167789657e-05 2.55582509241997e-05 "SEMA3D/DCC/BCL11A/ISLR2" 4
"8" "CBC" "GO:0060560" "developmental growth involved in morphogenesis" "4/8" "234/18800" 1.5746967021559e-06 8.07585167789657e-05 2.55582509241997e-05 "SEMA3D/DCC/BCL11A/ISLR2" 4
"9" "CBC" "GO:2000171" "negative regulation of dendrite development" "2/8" "5/18800" 1.58350032899933e-06 8.07585167789657e-05 2.55582509241997e-05 "DCC/BCL11A" 2
"10" "CBC" "GO:0048638" "regulation of developmental growth" "4/8" "329/18800" 6.09905403242103e-06 0.000233288816740104 7.38306540766756e-05 "SEMA3D/DCC/BCL11A/ISLR2" 4
"11" "CBC" "GO:0061387" "regulation of extent of cell growth" "3/8" "108/18800" 1.01107889878058e-05 0.00027995822596858 8.86004705507717e-05 "SEMA3D/DCC/ISLR2" 3
"12" "CBC" "GO:0048640" "negative regulation of developmental growth" "3/8" "111/18800" 1.09787539595521e-05 0.00027995822596858 8.86004705507717e-05 "SEMA3D/DCC/BCL11A" 3
"13" "CBC" "GO:0001558" "regulation of cell growth" "4/8" "415/18800" 1.52712957737127e-05 0.00033378689333972 0.000105636030915907 "SEMA3D/DCC/BCL11A/ISLR2" 4
"14" "CBC" "GO:0010975" "regulation of neuron projection development" "4/8" "431/18800" 1.77265896814809e-05 0.000339021027658323 0.000107292516493174 "SEMA3D/DCC/BCL11A/ISLR2" 4
"15" "CBC" "GO:0010977" "negative regulation of neuron projection development" "3/8" "136/18800" 2.01936346883408e-05 0.000343291789701793 0.000108644116451892 "SEMA3D/DCC/BCL11A" 3
"16" "CBC" "GO:0016049" "cell growth" "4/8" "484/18800" 2.79754420650984e-05 0.000405278829523026 0.000128261617874504 "SEMA3D/DCC/BCL11A/ISLR2" 4
"17" "CBC" "GO:0050770" "regulation of axonogenesis" "3/8" "154/18800" 2.92904868628286e-05 0.000405278829523026 0.000128261617874504 "SEMA3D/DCC/ISLR2" 3
"18" "CBC" "GO:0060284" "regulation of cell development" "4/8" "500/18800" 3.1786574864551e-05 0.000405278829523026 0.000128261617874504 "SEMA3D/DCC/BCL11A/ISLR2" 4
"19" "CBC" "GO:1990138" "neuron projection extension" "3/8" "172/18800" 4.07452828996749e-05 0.000478041054276568 0.000151289222543668 "SEMA3D/BCL11A/ISLR2" 3
"20" "CBC" "GO:0008361" "regulation of cell size" "3/8" "179/18800" 4.58923767693993e-05 0.000478041054276568 0.000151289222543668 "SEMA3D/DCC/ISLR2" 3
"21" "CBC" "GO:0010721" "negative regulation of cell development" "3/8" "181/18800" 4.74377590791104e-05 0.000478041054276568 0.000151289222543668 "SEMA3D/DCC/BCL11A" 3
"22" "CBC" "GO:0030308" "negative regulation of cell growth" "3/8" "186/18800" 5.14501936671243e-05 0.000478041054276568 0.000151289222543668 "SEMA3D/DCC/BCL11A" 3
"23" "CBC" "GO:0031345" "negative regulation of cell projection organization" "3/8" "188/18800" 5.31156726973965e-05 0.000478041054276568 0.000151289222543668 "SEMA3D/DCC/BCL11A" 3
"24" "CBC" "GO:0045926" "negative regulation of growth" "3/8" "245/18800" 0.000116654791327717 0.000991565726285593 0.00031380821058918 "SEMA3D/DCC/BCL11A" 3
"25" "CBC" "GO:0050771" "negative regulation of axonogenesis" "2/8" "64/18800" 0.000315248794196872 0.00250409165302763 0.000792488586441493 "SEMA3D/DCC" 2
"26" "CBC" "GO:0032535" "regulation of cellular component size" "3/8" "351/18800" 0.000337036372445006 0.00250409165302763 0.000792488586441493 "SEMA3D/DCC/ISLR2" 3
"27" "CBC" "GO:0050767" "regulation of neurogenesis" "3/8" "361/18800" 0.000366020051386874 0.00250409165302763 0.000792488586441493 "SEMA3D/DCC/ISLR2" 3
"28" "CBC" "GO:0021757" "caudate nucleus development" "1/8" "1/18800" 0.000425531914893584 0.00250409165302763 0.000792488586441493 "FOXP2" 1
"29" "CBC" "GO:0021758" "putamen development" "1/8" "1/18800" 0.000425531914893584 0.00250409165302763 0.000792488586441493 "FOXP2" 1
"30" "CBC" "GO:1904799" "regulation of neuron remodeling" "1/8" "1/18800" 0.000425531914893584 0.00250409165302763 0.000792488586441493 "BCL11A" 1
"31" "CBC" "GO:1904800" "negative regulation of neuron remodeling" "1/8" "1/18800" 0.000425531914893584 0.00250409165302763 0.000792488586441493 "BCL11A" 1
"32" "CBC" "GO:2000173" "negative regulation of branching morphogenesis of a nerve" "1/8" "1/18800" 0.000425531914893584 0.00250409165302763 0.000792488586441493 "BCL11A" 1
"33" "CBC" "GO:0007409" "axonogenesis" "3/8" "430/18800" 0.000610833222429324 0.00346138826043283 0.00109545139305064 "SEMA3D/DCC/ISLR2" 3
"34" "CBC" "GO:0051960" "regulation of nervous system development" "3/8" "440/18800" 0.000653231278768685 0.00350763321690209 0.00111008687979013 "SEMA3D/DCC/ISLR2" 3
"35" "CBC" "GO:0030516" "regulation of axon extension" "2/8" "93/18800" 0.000664845511700395 0.00350763321690209 0.00111008687979013 "SEMA3D/ISLR2" 2
"36" "CBC" "GO:0050773" "regulation of dendrite development" "2/8" "98/18800" 0.000737878907232642 0.00376318242688648 0.00119096244676146 "DCC/BCL11A" 2
"37" "CBC" "GO:0061564" "axon development" "3/8" "479/18800" 0.000836628962230993 0.00406839134154961 0.00128755419134009 "SEMA3D/DCC/ISLR2" 3
"38" "CBC" "GO:0033563" "dorsal/ventral axon guidance" "1/8" "2/18800" 0.000850905378624756 0.00406839134154961 0.00128755419134009 "DCC" 1
"39" "CBC" "GO:0090066" "regulation of anatomical structure size" "3/8" "487/18800" 0.000877920363078509 0.00407035804700036 0.0012881766093018 "SEMA3D/DCC/ISLR2" 3
"40" "CBC" "GO:0048675" "axon extension" "2/8" "121/18800" 0.00112156691676502 0.00504705112544258 0.00159727796195637 "SEMA3D/ISLR2" 2
"41" "CBC" "GO:0014043" "negative regulation of neuron maturation" "1/8" "3/18800" 0.00127612044176817 0.00527693047541973 0.00167002959662406 "BCL11A" 1
"42" "CBC" "GO:0021965" "spinal cord ventral commissure morphogenesis" "1/8" "3/18800" 0.00127612044176817 0.00527693047541973 0.00167002959662406 "DCC" 1
"43" "CBC" "GO:1903860" "negative regulation of dendrite extension" "1/8" "3/18800" 0.00127612044176817 0.00527693047541973 0.00167002959662406 "BCL11A" 1
"44" "CBC" "GO:0050768" "negative regulation of neurogenesis" "2/8" "140/18800" 0.00149707111419467 0.00602768106504697 0.00190762524246412 "SEMA3D/DCC" 2
"45" "CBC" "GO:0051961" "negative regulation of nervous system development" "2/8" "145/18800" 0.00160460125801653 0.00629497416606483 0.00199221748633631 "SEMA3D/DCC" 2
"46" "CBC" "GO:1905232" "cellular response to L-glutamate" "1/8" "4/18800" 0.0017011771548856 0.00650700261743743 0.00205931971380889 "BCL11A" 1
"47" "CBC" "GO:0030185" "nitric oxide transport" "1/8" "5/18800" 0.0021260755685244 0.00774498957105317 0.00245111469052938 "HBB" 1
"48" "CBC" "GO:2000172" "regulation of branching morphogenesis of a nerve" "1/8" "5/18800" 0.0021260755685244 0.00774498957105317 0.00245111469052938 "BCL11A" 1
"49" "CBC" "GO:0033564" "anterior/posterior axon guidance" "1/8" "7/18800" 0.00297539769949307 0.0103462692732372 0.00327436110470529 "DCC" 1
"50" "CBC" "GO:1903430" "negative regulation of cell maturation" "1/8" "7/18800" 0.00297539769949307 0.0103462692732372 0.00327436110470529 "BCL11A" 1
"51" "CBC" "GO:0014041" "regulation of neuron maturation" "1/8" "8/18800" 0.00339982151785101 0.0115593931606934 0.00365828748119641 "BCL11A" 1
"52" "CBC" "GO:0048671" "negative regulation of collateral sprouting" "1/8" "9/18800" 0.00382408723878858 0.0127192466855359 0.0040253549881985 "DCC" 1
"53" "CBC" "GO:0016358" "dendrite development" "2/8" "231/18800" 0.00400874926811688 0.0127445847383585 0.00403337391100441 "DCC/BCL11A" 2
"54" "CBC" "GO:0007411" "axon guidance" "2/8" "234/18800" 0.00411114468517125 0.0127445847383585 0.00403337391100441 "SEMA3D/DCC" 2
"55" "CBC" "GO:0097485" "neuron projection guidance" "2/8" "235/18800" 0.00414554851468246 0.0127445847383585 0.00403337391100441 "SEMA3D/DCC" 2
"56" "CBC" "GO:0038007" "netrin-activated signaling pathway" "1/8" "10/18800" 0.00424819491278616 0.0127445847383585 0.00403337391100441 "DCC" 1
"57" "CBC" "GO:0048755" "branching morphogenesis of a nerve" "1/8" "10/18800" 0.00424819491278616 0.0127445847383585 0.00403337391100441 "BCL11A" 1
"58" "CBC" "GO:1902065" "response to L-glutamate" "1/8" "11/18800" 0.0046721445903114 0.013746886967647 0.00435057998288106 "BCL11A" 1
"59" "CBC" "GO:0016322" "neuron remodeling" "1/8" "14/18800" 0.00594304614852414 0.0168386307541517 0.00532904722869611 "BCL11A" 1
"60" "CBC" "GO:0099170" "postsynaptic modulation of chemical synaptic transmission" "1/8" "14/18800" 0.00594304614852414 0.0168386307541517 0.00532904722869611 "DCC" 1
"61" "CBC" "GO:0015671" "oxygen transport" "1/8" "15/18800" 0.00636636434456428 0.0177100680857879 0.00560483750909008 "HBB" 1
"62" "CBC" "GO:0021756" "striatum development" "1/8" "18/18800" 0.00763537266819636 0.0208609288970365 0.00660201396122242 "FOXP2" 1
"63" "CBC" "GO:0009048" "dosage compensation by inactivation of X chromosome" "1/8" "19/18800" 0.00805806018915567 0.0212566070507037 0.00672723718150927 "XIST" 1
"64" "CBC" "GO:0048670" "regulation of collateral sprouting" "1/8" "19/18800" 0.00805806018915567 0.0212566070507037 0.00672723718150927 "DCC" 1
"65" "CBC" "GO:0070293" "renal absorption" "1/8" "20/18800" 0.00848059016724423 0.0216255049264728 0.00684398504724973 "HBB" 1
"66" "CBC" "GO:1903429" "regulation of cell maturation" "1/8" "20/18800" 0.00848059016724423 0.0216255049264728 0.00684398504724973 "BCL11A" 1
"67" "CBC" "GO:0007549" "dosage compensation" "1/8" "21/18800" 0.008902962652796 0.0219702142883514 0.00695307779335511 "XIST" 1
"68" "CBC" "GO:0015669" "gas transport" "1/8" "21/18800" 0.008902962652796 0.0219702142883514 0.00695307779335511 "HBB" 1
"69" "CBC" "GO:0021544" "subpallium development" "1/8" "24/18800" 0.0101691356573597 0.0246964723107306 0.00781587702988378 "FOXP2" 1
"70" "CBC" "GO:0048668" "collateral sprouting" "1/8" "25/18800" 0.0105908786758269 0.0253188193343986 0.00801283584026375 "DCC" 1
"71" "CBC" "GO:0021952" "central nervous system projection neuron axonogenesis" "1/8" "26/18800" 0.0110124644532219 0.0255288948688326 0.00807932001352803 "DCC" 1
"72" "CBC" "GO:1903859" "regulation of dendrite extension" "1/8" "26/18800" 0.0110124644532219 0.0255288948688326 0.00807932001352803 "BCL11A" 1
"73" "CBC" "GO:0048843" "negative regulation of axon extension involved in axon guidance" "1/8" "27/18800" 0.0114338930397977 0.026110233359538 0.00826330054722221 "SEMA3D" 1
"74" "CBC" "GO:0042744" "hydrogen peroxide catabolic process" "1/8" "30/18800" 0.012697236156937 0.0285687813531082 0.00904137559162694 "HBB" 1
"75" "CBC" "GO:0048841" "regulation of axon extension involved in axon guidance" "1/8" "33/18800" 0.0139591663645189 0.0309529341126288 0.00979590622071501 "SEMA3D" 1
"76" "CBC" "GO:0021955" "central nervous system neuron axonogenesis" "1/8" "35/18800" 0.0147996688888319 0.0323478477141611 0.0102373649456581 "DCC" 1
"77" "CBC" "GO:0097484" "dendrite extension" "1/8" "36/18800" 0.0152196850172033 0.0327787712582438 0.0103737425378687 "BCL11A" 1
"78" "CBC" "GO:0048846" "axon extension involved in axon guidance" "1/8" "37/18800" 0.0156395444565477 0.0327787712582438 0.0103737425378687 "SEMA3D" 1
"79" "CBC" "GO:1902284" "neuron projection extension involved in neuron projection guidance" "1/8" "37/18800" 0.0156395444565477 0.0327787712582438 0.0103737425378687 "SEMA3D" 1
"80" "CBC" "GO:0045773" "positive regulation of axon extension" "1/8" "39/18800" 0.0164787934685665 0.0340710189282524 0.0107827098087348 "ISLR2" 1
"81" "CBC" "GO:0045429" "positive regulation of nitric oxide biosynthetic process" "1/8" "41/18800" 0.0173174163255732 0.0353275293041692 0.0111803670312472 "HBB" 1
"82" "CBC" "GO:0071526" "semaphorin-plexin signaling pathway" "1/8" "43/18800" 0.0181554134280406 0.0360750422661067 0.0114169380408731 "SEMA3D" 1
"83" "CBC" "GO:1904407" "positive regulation of nitric oxide metabolic process" "1/8" "43/18800" 0.0181554134280406 0.0360750422661067 0.0114169380408731 "HBB" 1
"84" "CBC" "GO:0030517" "negative regulation of axon extension" "1/8" "44/18800" 0.0185741774464109 0.0364339634525752 0.0115305285092429 "SEMA3D" 1
"85" "CBC" "GO:0042551" "neuron maturation" "1/8" "45/18800" 0.0189927851762269 0.0367834953413003 0.0116411474764349 "BCL11A" 1
"86" "CBC" "GO:0050919" "negative chemotaxis" "1/8" "47/18800" 0.0198295319701781 0.0379239798929656 0.0120020851398447 "SEMA3D" 1
"87" "CBC" "GO:0060688" "regulation of morphogenesis of a branching structure" "1/8" "51/18800" 0.0215011522944891 0.0406132876673683 0.0128531904554451 "BCL11A" 1
"88" "CBC" "GO:0016925" "protein sumoylation" "1/8" "54/18800" 0.0227532300050554 0.042454197448457 0.0134357969221123 "BCL11A" 1
"89" "CBC" "GO:0042743" "hydrogen peroxide metabolic process" "1/8" "55/18800" 0.0231702775970729 0.0427114755705079 0.0135172196507971 "HBB" 1
"90" "CBC" "GO:0001755" "neural crest cell migration" "1/8" "59/18800" 0.0248369110706201 0.0452386594500581 0.0143170164066231 "SEMA3D" 1
"91" "CBC" "GO:0045428" "regulation of nitric oxide biosynthetic process" "1/8" "61/18800" 0.0256692943682892 0.0462047298629206 0.0146227559249697 "HBB" 1
"92" "CBC" "GO:0048857" "neural nucleus development" "1/8" "64/18800" 0.0269167036363241 0.0473362719121563 0.0149808634878513 "FOXP2" 1
"93" "CBC" "GO:0080164" "regulation of nitric oxide metabolic process" "1/8" "64/18800" 0.0269167036363241 0.0473362719121563 0.0149808634878513 "HBB" 1
"94" "CBC" "GO:0050922" "negative regulation of chemotaxis" "1/8" "69/18800" 0.028992613923766 0.0498412351723167 0.0157736279183115 "SEMA3D" 1
"95" "CBC" "GO:0070527" "platelet aggregation" "1/8" "69/18800" 0.028992613923766 0.0498412351723167 0.0157736279183115 "HBB" 1
"96" "CC" "GO:0045915" "positive regulation of catecholamine metabolic process" "1/3" "7/18800" 0.00111666479308947 0.0180730851924195 0.00227155823313993 "GPR37" 1
"97" "CC" "GO:0045964" "positive regulation of dopamine metabolic process" "1/3" "7/18800" 0.00111666479308947 0.0180730851924195 0.00227155823313993 "GPR37" 1
"98" "CC" "GO:0033240" "positive regulation of cellular amine metabolic process" "1/3" "9/18800" 0.00143555911985871 0.0180730851924195 0.00227155823313993 "GPR37" 1
"99" "CC" "GO:0031987" "locomotion involved in locomotory behavior" "1/3" "11/18800" 0.00175438556788665 0.0180730851924195 0.00227155823313993 "GPR37" 1
"100" "CC" "GO:0042416" "dopamine biosynthetic process" "1/3" "12/18800" 0.00191377333963072 0.0180730851924195 0.00227155823313993 "GPR37" 1
"101" "CC" "GO:0009048" "dosage compensation by inactivation of X chromosome" "1/3" "19/18800" 0.00302901271708722 0.0180730851924195 0.00227155823313993 "XIST" 1
"102" "CC" "GO:0042053" "regulation of dopamine metabolic process" "1/3" "20/18800" 0.00318826477831136 0.0180730851924195 0.00227155823313993 "GPR37" 1
"103" "CC" "GO:0042069" "regulation of catecholamine metabolic process" "1/3" "20/18800" 0.00318826477831136 0.0180730851924195 0.00227155823313993 "GPR37" 1
"104" "CC" "GO:1903206" "negative regulation of hydrogen peroxide-induced cell death" "1/3" "20/18800" 0.00318826477831136 0.0180730851924195 0.00227155823313993 "GPR37" 1
"105" "CC" "GO:0007549" "dosage compensation" "1/3" "21/18800" 0.00334749987978433 0.0180730851924195 0.00227155823313993 "XIST" 1
"106" "CC" "GO:0009713" "catechol-containing compound biosynthetic process" "1/3" "22/18800" 0.00350671802240976 0.0180730851924195 0.00227155823313993 "GPR37" 1
"107" "CC" "GO:0042423" "catecholamine biosynthetic process" "1/3" "22/18800" 0.00350671802240976 0.0180730851924195 0.00227155823313993 "GPR37" 1
"108" "CC" "GO:1901032" "negative regulation of response to reactive oxygen species" "1/3" "22/18800" 0.00350671802240976 0.0180730851924195 0.00227155823313993 "GPR37" 1
"109" "CC" "GO:1902883" "negative regulation of response to oxidative stress" "1/3" "27/18800" 0.00430255438442828 0.0199287962084322 0.00250479763813759 "GPR37" 1
"110" "CC" "GO:1903205" "regulation of hydrogen peroxide-induced cell death" "1/3" "28/18800" 0.00446167079293258 0.0199287962084322 0.00250479763813759 "GPR37" 1
"111" "CC" "GO:0036474" "cell death in response to hydrogen peroxide" "1/3" "32/18800" 0.00509796691072051 0.0213363762292853 0.00268171264468629 "GPR37" 1
"112" "CC" "GO:0033238" "regulation of cellular amine metabolic process" "1/3" "34/18800" 0.00541601327252128 0.0213363762292853 0.00268171264468629 "GPR37" 1
"113" "CC" "GO:0042401" "cellular biogenic amine biosynthetic process" "1/3" "39/18800" 0.00621083261845212 0.0213363762292853 0.00268171264468629 "GPR37" 1
"114" "CC" "GO:1901031" "regulation of response to reactive oxygen species" "1/3" "39/18800" 0.00621083261845212 0.0213363762292853 0.00268171264468629 "GPR37" 1
