"Cluster" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1" "AMY" "hsa04151" "PI3K-Akt signaling pathway" "3/6" "354/8159" 0.00146874220340296 0.0440622661020888 0.0324669329173286 "5649/3481/7422" 3
"2" "CC" "hsa04512" "ECM-receptor interaction" "3/14" "88/8159" 0.000404990230554315 0.0149846385305096 0.0110839431520128 "7450/1278/6385" 3
"3" "CC" "hsa04514" "Cell adhesion molecules" "3/14" "157/8159" 0.00217705367802425 0.0402754930434486 0.0297912608571739 "22829/4267/6385" 3
"4" "FC" "hsa04110" "Cell cycle" "9/88" "126/8159" 7.6699122957005e-06 0.00139592403781749 0.00125948033487292 "9133/9232/890/983/5347/1017/991/990/7272" 9
"5" "FC" "hsa05033" "Nicotine addiction" "5/88" "40/8159" 6.36226392331769e-05 0.0057896601702191 0.00522375353703979 "2554/140679/246213/2566/57084" 5
"6" "FC" "hsa04080" "Neuroactive ligand-receptor interaction" "12/88" "362/8159" 0.00047211232748668 0.0286414812008586 0.0258419379255867 "6750/1910/6863/10874/84539/3356/2554/2897/7432/1392/2566/6754" 12
"7" "FC" "hsa05322" "Systemic lupus erythematosus" "7/88" "136/8159" 0.00063249825911671 0.0287786707898103 0.0259657180058439 "3018/8335/8350/8347/8352/8342/8360" 7
"8" "FC" "hsa05034" "Alcoholism" "8/88" "187/8159" 0.000880731149721617 0.0296304755425609 0.0267342636474234 "3018/8335/8350/8347/1392/8352/8342/8360" 8
"9" "FC" "hsa04613" "Neutrophil extracellular trap formation" "8/88" "190/8159" 0.000976828864040469 0.0296304755425609 0.0267342636474234 "293/3018/8335/8350/8347/8352/8342/8360" 8
"10" "FC" "hsa04721" "Synaptic vesicle cycle" "5/88" "78/8159" 0.00148071788673524 0.0350956505601117 0.0316652486256646 "6507/140679/246213/6857/57084" 5
"11" "FC" "hsa05203" "Viral carcinogenesis" "8/88" "204/8159" 0.00154266595868623 0.0350956505601117 0.0316652486256646 "890/983/1017/3018/991/8347/8342/8360" 8
